,ngram,qty
23037,con_intrepidez_notoria,1
23038,intrepidez_notoria_y,1
23039,notoria_y_pago,1
23040,y_pago_sin,1
23041,pago_sin_esquivez,1
23042,sin_esquivez_algunay,1
23043,esquivez_algunay_en,1
23044,algunay_en_efecto,1
23045,en_efecto_le,1
23046,efecto_le_fueron,1
23047,le_fueron_ensenadas,1
23048,fueron_ensenadas_al,1
23049,ensenadas_al_marques,1
23050,al_marques_de,3
23051,de_ulloa_multitud,1
23052,ulloa_multitud_de,1
23053,multitud_de_cosas,1
23054,de_cosas_que,2
23055,no_le_importaban,1
23056,le_importaban_mayormente,1
23057,importaban_mayormente_nada,1
23058,mayormente_nada_le,1
23059,nada_le_agrado,1
23060,le_agrado_y,1
23061,agrado_y_experimento,1
23062,y_experimento_mil,1
23063,experimento_mil_decepciones,1
23064,mil_decepciones_como,1
23065,decepciones_como_suele,1
23066,como_suele_acontecer,1
23067,suele_acontecer_a,1
23068,acontecer_a_las,1
23069,las_gentes_habituadas,1
23070,gentes_habituadas_a,1
23071,habituadas_a_vivir,1
23072,a_vivir_en,1
23073,vivir_en_el,1
23074,en_el_campo,3
23075,el_campo_que,1
23076,campo_que_se,1
23077,que_se_forman,1
23078,se_forman_del,1
23079,forman_del_pueblo,1
23080,del_pueblo_una,1
23081,pueblo_una_idea,1
23082,una_idea_exagerada,1
23083,idea_exagerada_parecieronle,1
23084,exagerada_parecieronle_y,1
23085,parecieronle_y_con,1
23086,y_con_razon,1
23087,con_razon_estrechas,1
23088,razon_estrechas_torcidas,1
23089,estrechas_torcidas_y,1
23090,torcidas_y_mal,1
23091,y_mal_empedradas,1
23092,mal_empedradas_las,1
23093,empedradas_las_calles,1
23094,las_calles_fangoso,1
23095,calles_fangoso_el,1
23096,fangoso_el_piso,1
23097,el_piso_humedas,1
23098,piso_humedas_las,1
23099,humedas_las_paredes,1
23100,las_paredes_viejos,1
23101,paredes_viejos_y,1
23102,viejos_y_ennegrecidos,1
23103,y_ennegrecidos_los,1
23104,ennegrecidos_los_edificios,1
23105,los_edificios_pequeno,1
23106,edificios_pequeno_el,1
23107,pequeno_el_circuito,1
23108,el_circuito_de,2
23109,circuito_de_la,1
23110,de_la_ciudad,2
23111,la_ciudad_postrado,1
23112,ciudad_postrado_su,1
23113,postrado_su_comercio,1
23114,su_comercio_y,1
23115,comercio_y_solitarios,1
23116,y_solitarios_casi,1
23117,solitarios_casi_siempre,1
23118,casi_siempre_sus,1
23119,siempre_sus_sitios,1
23120,sus_sitios_publicos,1
23121,sitios_publicos_y,1
23122,publicos_y_en,1
23123,cuanto_a_lo,1
23124,que_en_un,3
23125,un_pueblo_antiguo,1
23126,pueblo_antiguo_puede,1
23127,antiguo_puede_enamorar,1
23128,puede_enamorar_a,1
23129,enamorar_a_un,1
23130,a_un_espiritu,1
23131,un_espiritu_culto,1
23132,espiritu_culto_los,1
23133,culto_los_grandes,1
23134,los_grandes_recuerdos,1
23135,grandes_recuerdos_la,1
23136,recuerdos_la_eterna,1
23137,la_eterna_vida,1
23138,eterna_vida_del,1
23139,vida_del_arte,1
23140,del_arte_conservada,1
23141,arte_conservada_en,1
23142,conservada_en_monumentos,1
23143,en_monumentos_y,1
23144,monumentos_y_ruinas,1
23145,y_ruinas_de,1
23146,ruinas_de_eso,1
23147,de_eso_entendia,1
23148,eso_entendia_don,1
23149,entendia_don_pedro,2
23150,don_pedro_lo,1
23151,pedro_lo_mismo,1
23152,mismo_que_de,1
23153,que_de_griego,1
23154,de_griego_o,1
23155,griego_o_latin,1
23156,o_latin_piedras,1
23157,latin_piedras_mohosas,1
23158,piedras_mohosas_ya,1
23159,mohosas_ya_le,1
23160,ya_le_bastaban,1
23161,le_bastaban_las,1
23162,bastaban_las_de,1
23163,las_de_los,2
23164,los_pazos_notese,1
23165,pazos_notese_como,1
23166,notese_como_un,1
23167,como_un_hidalgo,1
23168,un_hidalgo_campesino,1
23169,hidalgo_campesino_de,1
23170,campesino_de_muy,1
23171,de_muy_rancio,1
23172,muy_rancio_criterio,1
23173,rancio_criterio_se,1
23174,criterio_se_hallaba,1
23175,se_hallaba_al,1
23176,hallaba_al_nivel,1
23177,al_nivel_de,1
23178,nivel_de_los,1
23179,de_los_democratas,1
23180,los_democratas_mas,1
23181,democratas_mas_vandalicos,1
23182,mas_vandalicos_y,1
23183,vandalicos_y_demoledores,1
23184,y_demoledores_a,1
23185,demoledores_a_pesar,1
23186,pesar_de_conocer,1
23187,conocer_a_orense,1
23188,a_orense_y,1
23189,orense_y_haber,1
23190,y_haber_estado,1
23191,haber_estado_en,1
23192,estado_en_santiago,1
23193,en_santiago_cuando,1
23194,santiago_cuando_nino,1
23195,cuando_nino_discurria,1
23196,nino_discurria_y,1
23197,discurria_y_fantaseaba,1
23198,y_fantaseaba_a,1
23199,fantaseaba_a_su,1
23200,a_su_modo,3
23201,su_modo_lo,1
23202,modo_lo_que,1
23203,lo_que_debe,2
23204,debe_ser_una,1
23205,ser_una_ciudad,1
23206,una_ciudad_moderna,1
23207,ciudad_moderna_calles,1
23208,moderna_calles_anchas,1
23209,calles_anchas_mucha,1
23210,anchas_mucha_regularidad,1
23211,mucha_regularidad_en,1
23212,regularidad_en_las,1
23213,en_las_construcciones,1
23214,las_construcciones_todo,1
23215,construcciones_todo_nuevo,1
23216,todo_nuevo_y,1
23217,nuevo_y_flamante,1
23218,y_flamante_gran,1
23219,flamante_gran_policia,1
23220,gran_policia_que,1
23221,policia_que_menos,1
23222,que_menos_puede,1
23223,menos_puede_ofrecer,1
23224,puede_ofrecer_la,1
23225,ofrecer_la_civilizacion,1
23226,la_civilizacion_a,1
23227,civilizacion_a_sus,1
23228,a_sus_esclavos,1
23229,sus_esclavos_es,1
23230,esclavos_es_cierto,1
23231,cierto_que_santiago,1
23232,que_santiago_poseia,1
23233,santiago_poseia_dos,1
23234,poseia_dos_o,1
23235,o_tres_edificios,1
23236,tres_edificios_espaciosos,1
23237,edificios_espaciosos_la,1
23238,espaciosos_la_catedral,1
23239,la_catedral_el,1
23240,catedral_el_consistorio,1
23241,el_consistorio_san,1
23242,consistorio_san_martin,1
23243,san_martin_pero,1
23244,martin_pero_en,1
23245,pero_en_ellos,1
23246,en_ellos_existian,1
23247,ellos_existian_cosas,1
23248,existian_cosas_muy,1
23249,cosas_muy_sin,1
23250,muy_sin_razon,1
23251,sin_razon_ponderadas,1
23252,razon_ponderadas_en,1
23253,ponderadas_en_concepto,1
23254,en_concepto_del,1
23255,concepto_del_marques,1
23256,del_marques_por,1
23257,marques_por_ejemplo,1
23258,por_ejemplo_la,1
23259,ejemplo_la_gloria,1
23260,la_gloria_de,1
23261,gloria_de_la,1
23262,la_catedral_vaya,1
23263,catedral_vaya_unos,1
23264,vaya_unos_santos,1
23265,unos_santos_mas,1
23266,santos_mas_mal,1
23267,mas_mal_hechos,1
23268,mal_hechos_y,1
23269,hechos_y_unas,1
23270,y_unas_santas,1
23271,unas_santas_mas,1
23272,santas_mas_flacuchas,1
23273,mas_flacuchas_y,1
23274,flacuchas_y_sin,1
23275,y_sin_forma,1
23276,sin_forma_humana,1
23277,forma_humana_unas,1
23278,humana_unas_columnas,1
23279,unas_columnas_mas,1
23280,columnas_mas_toscamente,1
23281,mas_toscamente_esculpidas,1
23282,toscamente_esculpidas_seria,1
23283,esculpidas_seria_de,1
23284,seria_de_ver,1
23285,de_ver_a,2
23286,ver_a_alguno,1
23287,a_alguno_de,1
23288,alguno_de_estos,1
23289,de_estos_sabios,1
23290,estos_sabios_que,1
23291,sabios_que_escudrinan,1
23292,que_escudrinan_el,1
23293,escudrinan_el_sentido,1
23294,el_sentido_de,1
23295,sentido_de_un,1
23296,de_un_monumento,1
23297,un_monumento_religioso,1
23298,monumento_religioso_consagrandose,1
23299,religioso_consagrandose_a,1
23300,consagrandose_a_la,1
23301,a_la_tarea,1
23302,la_tarea_de,1
23303,tarea_de_demostrar,1
23304,de_demostrar_a,1
23305,demostrar_a_don,1
23306,pedro_que_el,2
23307,que_el_portico,1
23308,el_portico_de,1
23309,portico_de_la,1
23310,de_la_gloria,2
23311,la_gloria_encierra,1
23312,gloria_encierra_alta,1
23313,encierra_alta_poesia,1
23314,alta_poesia_y,1
23315,poesia_y_profundo,1
23316,y_profundo_simbolismo,1
23317,profundo_simbolismo_simbolismo,1
23318,simbolismo_simbolismo_jerigonzas,1
23319,simbolismo_jerigonzas_el,1
23320,jerigonzas_el_portico,1
23321,el_portico_estaba,1
23322,portico_estaba_muy,1
23323,estaba_muy_mal,1
23324,muy_mal_labrado,1
23325,mal_labrado_y,1
23326,labrado_y_las,1
23327,y_las_figuras,1
23328,las_figuras_parecian,1
23329,figuras_parecian_pasadas,1
23330,parecian_pasadas_por,1
23331,pasadas_por_tamiz,1
23332,por_tamiz_por,1
23333,tamiz_por_fuerza,1
23334,por_fuerza_las,1
23335,fuerza_las_artes,1
23336,las_artes_andaban,1
23337,artes_andaban_atrasadisimas,1
23338,andaban_atrasadisimas_en,1
23339,atrasadisimas_en_aquellos,1
23340,en_aquellos_tiempos,1
23341,aquellos_tiempos_de,1
23342,tiempos_de_maricastana,1
23343,de_maricastana_total,1
23344,maricastana_total_que,1
23345,total_que_de,1
23346,que_de_los,1
23347,de_los_monumentos,1
23348,los_monumentos_de,1
23349,monumentos_de_santiago,1
23350,de_santiago_se,1
23351,santiago_se_atenia,1
23352,se_atenia_el,1
23353,atenia_el_marques,1
23354,marques_a_uno,1
23355,uno_de_fabrica,1
23356,de_fabrica_muy,1
23357,fabrica_muy_reciente,1
23358,muy_reciente_su,1
23359,reciente_su_prima,1
23360,su_prima_ritala,1
23361,prima_ritala_proximidad,1
23362,ritala_proximidad_de,1
23363,proximidad_de_la,1
23364,la_fiesta_del,1
23365,fiesta_del_corpus,1
23366,del_corpus_animaba,1
23367,corpus_animaba_un,1
23368,animaba_un_tanto,1
23369,tanto_la_sonolienta,1
23370,la_sonolienta_ciudad,1
23371,sonolienta_ciudad_universitaria,1
23372,ciudad_universitaria_y,1
23373,universitaria_y_todas,1
23374,y_todas_las,2
23375,todas_las_tardes,2
23376,las_tardes_habia,1
23377,tardes_habia_lucido,1
23378,habia_lucido_paseo,1
23379,lucido_paseo_bajo,1
23380,paseo_bajo_los,1
23381,bajo_los_arboles,1
23382,los_arboles_de,1
23383,arboles_de_la,1
23384,de_la_alameda,2
23385,la_alameda_carmen,1
23386,alameda_carmen_y,1
23387,carmen_y_nucha,1
23388,y_nucha_solian,1
23389,nucha_solian_ir,1
23390,solian_ir_delante,1
23391,ir_delante_y,1
23392,delante_y_las,1
23393,y_las_seguian,1
23394,las_seguian_rita,1
23395,seguian_rita_y,1
23396,y_manolita_acompanadas,1
23397,manolita_acompanadas_por,1
23398,acompanadas_por_su,1
23399,por_su_primo,1
23400,su_primo_el,1
23401,primo_el_padre,1
23402,el_padre_cubria,1
23403,padre_cubria_la,1
23404,cubria_la_retaguardia,1
23405,la_retaguardia_conversando,1
23406,retaguardia_conversando_con,1
23407,conversando_con_algun,1
23408,con_algun_senor,1
23409,algun_senor_mayor,1
23410,senor_mayor_de,1
23411,mayor_de_los,2
23412,muchos_que_existen,1
23413,que_existen_en,1
23414,existen_en_el,1
23415,en_el_pueblo,4
23416,el_pueblo_compostelano,1
23417,pueblo_compostelano_donde,1
23418,compostelano_donde_por,1
23419,donde_por_ley,1
23420,por_ley_de,1
23421,ley_de_afinidad,1
23422,de_afinidad_parece,1
23423,afinidad_parece_abundar,1
23424,parece_abundar_mas,1
23425,abundar_mas_que,1
23426,que_en_otras,1
23427,en_otras_partes,2
23428,otras_partes_la,1
23429,partes_la_gente,1
23430,la_gente_provecta,1
23431,gente_provecta_a,1
23432,provecta_a_menudo,1
23433,a_menudo_se,4
23434,menudo_se_arrimaba,1
23435,se_arrimaba_a,1
23436,arrimaba_a_manolita,1
23437,a_manolita_un,1
23438,manolita_un_senorito,1
23439,un_senorito_muy,1
23440,senorito_muy_planchado,1
23441,planchado_y_tieso,1
23442,y_tieso_con,1
23443,tieso_con_cierto,1
23444,con_cierto_empaque,1
23445,cierto_empaque_ridiculo,1
23446,empaque_ridiculo_y,1
23447,ridiculo_y_exageradas,1
23448,y_exageradas_pretensiones,1
23449,exageradas_pretensiones_de,1
23450,pretensiones_de_elegancia,1
23451,de_elegancia_llamabase,1
23452,elegancia_llamabase_don,1
23453,llamabase_don_victor,1
23454,don_victor_de,3
23455,victor_de_la,3
23456,de_la_formoseda,7
23457,la_formoseda_y,1
23458,formoseda_y_estudiaba,1
23459,y_estudiaba_derecho,1
23460,estudiaba_derecho_en,1
23461,derecho_en_la,1
23462,en_la_universidad,1
23463,la_universidad_don,1
23464,universidad_don_manuel,1
23465,manuel_pardo_le,1
23466,pardo_le_veia,1
23467,le_veia_gustoso,1
23468,veia_gustoso_acercarse,1
23469,gustoso_acercarse_a,1
23470,acercarse_a_sus,1
23471,sus_hijas_por,1
23472,hijas_por_ser,1
23473,por_ser_el,1
23474,ser_el_senorito,1
23475,senorito_de_la,4
23476,la_formoseda_de,1
23477,formoseda_de_muy,1
23478,de_muy_limpio,1
23479,muy_limpio_solar,1
23480,limpio_solar_montanes,1
23481,solar_montanes_y,1
23482,montanes_y_no,1
23483,y_no_despreciable,1
23484,no_despreciable_caudal,1
23485,despreciable_caudal_no,1
23486,caudal_no_era,1
23487,no_era_este,1
23488,era_este_el,1
23489,este_el_unico,1
23490,el_unico_mosquito,1
23491,unico_mosquito_que,1
23492,mosquito_que_zumbaba,1
23493,que_zumbaba_en,1
23494,zumbaba_en_torno,1
23495,en_torno_de,1
23496,torno_de_las,1
23497,la_lage_a,3
23498,lage_a_las,1
23499,a_las_primeras,1
23500,las_primeras_de,1
23501,primeras_de_cambio,1
23502,de_cambio_noto,1
23503,cambio_noto_don,1
23504,noto_don_pedro,1
23505,pedro_que_asi,1
23506,que_asi_por,1
23507,asi_por_los,1
23508,por_los_tortuosos,1
23509,los_tortuosos_y,1
23510,tortuosos_y_lobregos,1
23511,y_lobregos_soportales,1
23512,lobregos_soportales_de,1
23513,soportales_de_la,1
23514,de_la_rua,1
23515,la_rua_del,1
23516,rua_del_villar,1
23517,del_villar_como,1
23518,villar_como_por,1
23519,como_por_las,1
23520,por_las_frondosidades,1
23521,las_frondosidades_de,1
23522,frondosidades_de_la,1
23523,la_alameda_y,1
23524,alameda_y_la,1
23525,y_la_herradura,1
23526,la_herradura_les,1
23527,herradura_les_seguia,1
23528,les_seguia_y,1
23529,seguia_y_escoltaba,1
23530,y_escoltaba_un,1
23531,escoltaba_un_hombre,1
23532,un_hombre_joven,1
23533,hombre_joven_melenudo,1
23534,joven_melenudo_enfundado,1
23535,melenudo_enfundado_en,1
23536,enfundado_en_un,1
23537,en_un_gaban,1
23538,un_gaban_gris,1
23539,gaban_gris_de,1
23540,gris_de_corte,1
23541,de_corte_raro,1
23542,corte_raro_y,1
23543,raro_y_antiguo,1
23544,y_antiguo_aquel,1
23545,antiguo_aquel_hombre,1
23546,aquel_hombre_parecia,1
23547,hombre_parecia_la,1
23548,parecia_la_sombra,1
23549,la_sombra_de,3
23550,sombra_de_las,1
23551,las_muchachas_no,1
23552,muchachas_no_era,1
23553,no_era_posible,2
23554,era_posible_volver,1
23555,posible_volver_la,1
23556,volver_la_cabeza,2
23557,la_cabeza_sin,1
23558,cabeza_sin_encontrarsele,1
23559,sin_encontrarsele_y,1
23560,encontrarsele_y_don,1
23561,don_pedro_reparo,1
23562,pedro_reparo_tambien,1
23563,reparo_tambien_que,1
23564,tambien_que_al,1
23565,que_al_surgir,1
23566,al_surgir_detras,1
23567,surgir_detras_de,1
23568,detras_de_un,3
23569,de_un_pilar,1
23570,un_pilar_o,1
23571,pilar_o_por,1
23572,o_por_entre,1
23573,por_entre_los,1
23574,entre_los_arboles,1
23575,los_arboles_el,1
23576,arboles_el_rondador,1
23577,el_rondador_perpetuo,1
23578,rondador_perpetuo_la,1
23579,perpetuo_la_cara,1
23580,la_cara_triste,1
23581,cara_triste_y,1
23582,triste_y_ojerosa,1
23583,y_ojerosa_de,1
23584,ojerosa_de_carmen,1
23585,de_carmen_se,1
23586,carmen_se_animaba,1
23587,se_animaba_y,1
23588,animaba_y_brillaban,1
23589,y_brillaban_sus,1
23590,brillaban_sus_abatidos,1
23591,sus_abatidos_ojos,1
23592,abatidos_ojos_en,1
23593,ojos_en_cambio,1
23594,en_cambio_don,1
23595,cambio_don_manuel,1
23596,don_manuel_y,3
23597,manuel_y_nucha,2
23598,y_nucha_daban,1
23599,nucha_daban_senales,1
23600,daban_senales_de,1
23601,senales_de_inquietud,1
23602,de_inquietud_y,1
23603,inquietud_y_desagradoya,1
23604,y_desagradoya_sobre,1
23605,desagradoya_sobre_la,1
23606,sobre_la_pista,1
23607,la_pista_don,1
23608,pista_don_pedro,1
23609,don_pedro_siguio,1
23610,pedro_siguio_acechando,1
23611,siguio_acechando_a,1
23612,acechando_a_fuer,1
23613,a_fuer_de,5
23614,fuer_de_cazador,1
23615,de_cazador_experto,1
23616,cazador_experto_nucha,1
23617,experto_nucha_no,1
23618,nucha_no_debia,1
23619,no_debia_tener,1
23620,debia_tener_ningun,1
23621,tener_ningun_adorador,1
23622,ningun_adorador_entre,1
23623,adorador_entre_la,1
23624,entre_la_multitud,1
23625,la_multitud_de,1
23626,multitud_de_estudiantes,1
23627,de_estudiantes_y,1
23628,estudiantes_y_vagos,1
23629,y_vagos_que,1
23630,vagos_que_acudian,1
23631,que_acudian_al,1
23632,acudian_al_paseo,1
23633,al_paseo_o,1
23634,paseo_o_si,1
23635,o_si_lo,1
23636,si_lo_tenia,1
23637,lo_tenia_no,1
23638,tenia_no_le,1
23639,no_le_hacia,2
23640,le_hacia_caso,1
23641,hacia_caso_pues,1
23642,caso_pues_caminaba,1
23643,pues_caminaba_seria,1
23644,caminaba_seria_e,1
23645,seria_e_indiferente,1
23646,e_indiferente_en,1
23647,indiferente_en_publico,1
23648,en_publico_nucha,1
23649,publico_nucha_parecia,1
23650,nucha_parecia_revestirse,1
23651,parecia_revestirse_de,1
23652,revestirse_de_gravedad,1
23653,de_gravedad_ajena,1
23654,gravedad_ajena_a,1
23655,ajena_a_sus,1
23656,a_sus_anos,1
23657,sus_anos_respecto,1
23658,anos_respecto_a,1
23659,respecto_a_manolita,1
23660,a_manolita_no,1
23661,manolita_no_perdia,1
23662,no_perdia_ripio,1
23663,perdia_ripio_coqueteando,1
23664,ripio_coqueteando_con,1
23665,coqueteando_con_el,1
23666,con_el_senorito,3
23667,la_formoseda_rita,1
23668,formoseda_rita_siempre,1
23669,rita_siempre_animada,1
23670,siempre_animada_y,1
23671,animada_y_provocadora,1
23672,y_provocadora_lo,1
23673,provocadora_lo_era,1
23674,lo_era_mucho,1
23675,era_mucho_con,1
23676,mucho_con_su,2
23677,con_su_primo,1
23678,su_primo_y,1
23679,primo_y_no,1
23680,y_no_poco,1
23681,no_poco_con,1
23682,poco_con_los,1
23683,los_demas_pues,2
23684,demas_pues_don,1
23685,pues_don_pedro,1
23686,don_pedro_advirtio,1
23687,pedro_advirtio_que,1
23688,advirtio_que_a,1
23689,a_las_miradas,1
23690,miradas_y_requiebros,1
23691,y_requiebros_de,1
23692,requiebros_de_sus,1
23693,de_sus_admiradores,1
23694,sus_admiradores_correspondia,1
23695,admiradores_correspondia_con,1
23696,correspondia_con_ojeadas,1
23697,con_ojeadas_vivas,1
23698,ojeadas_vivas_y,1
23699,vivas_y_flecheras,1
23700,y_flecheras_lo,1
23701,flecheras_lo_cual,1
23702,lo_cual_no,2
23703,cual_no_dejo,1
23704,no_dejo_de,1
23705,dejo_de_dar,1
23706,de_dar_en,1
23707,dar_en_que,1
23708,en_que_pensar,3
23709,que_pensar_al,1
23710,pensar_al_marques,1
23711,de_ulloa_el,1
23712,ulloa_el_cual,1
23713,el_cual_tal,1
23714,cual_tal_vez,1
23715,tal_vez_por,1
23716,vez_por_contarse,1
23717,por_contarse_en,1
23718,contarse_en_el,1
23719,en_el_numero,1
23720,numero_de_los,1
23721,de_los_hombres,1
23722,los_hombres_facilmente,1
23723,hombres_facilmente_atraidos,1
23724,facilmente_atraidos_por,1
23725,atraidos_por_las,1
23726,por_las_mujeres,1
23727,las_mujeres_vivarachas,1
23728,mujeres_vivarachas_tenia,1
23729,vivarachas_tenia_de,1
23730,tenia_de_ellas,1
23731,de_ellas_opinion,1
23732,ellas_opinion_detestable,1
23733,opinion_detestable_y,1
23734,detestable_y_para,1
23735,y_para_sus,1
23736,sus_adentros_la,1
23737,adentros_la_expresaba,1
23738,la_expresaba_en,1
23739,expresaba_en_terminos,1
23740,en_terminos_muy,1
23741,terminos_muy_crudosdormian,1
23742,muy_crudosdormian_en,1
23743,crudosdormian_en_habitaciones,1
23744,en_habitaciones_contiguas,1
23745,habitaciones_contiguas_julian,1
23746,contiguas_julian_y,1
23747,julian_y_el,1
23748,marques_pues_julian,1
23749,pues_julian_desde,1
23750,julian_desde_su,1
23751,desde_su_ordenacion,1
23752,su_ordenacion_habia,1
23753,ordenacion_habia_ascendido,1
23754,habia_ascendido_de,1
23755,ascendido_de_categoria,1
23756,de_categoria_en,1
23757,categoria_en_la,1
23758,en_la_casa,5
23759,casa_y_mientras,1
23760,y_mientras_la,2
23761,la_madre_continuaba,1
23762,madre_continuaba_desempenando,1
23763,continuaba_desempenando_las,1
23764,desempenando_las_funciones,1
23765,funciones_de_ama,1
23766,de_ama_de,3
23767,de_llaves_y,1
23768,llaves_y_duena,1
23769,y_duena_el,1
23770,duena_el_hijo,1
23771,el_hijo_comia,1
23772,hijo_comia_con,1
23773,comia_con_los,1
23774,con_los_senores,3
23775,los_senores_ocupaba,1
23776,senores_ocupaba_un,1
23777,ocupaba_un_cuarto,1
23778,cuarto_de_importancia,1
23779,de_importancia_y,1
23780,importancia_y_era,1
23781,y_era_tratado,1
23782,era_tratado_en,1
23783,tratado_en_suma,1
23784,en_suma_si,1
23785,suma_si_no,1
23786,si_no_de,1
23787,no_de_igual,1
23788,de_igual_a,1
23789,igual_a_igual,1
23790,a_igual_pues,1
23791,igual_pues_siempre,1
23792,pues_siempre_quedaban,1
23793,siempre_quedaban_matices,1
23794,quedaban_matices_de,1
23795,matices_de_proteccion,1
23796,de_proteccion_al,1
23797,proteccion_al_menos,1
23798,al_menos_con,1
23799,menos_con_gran,1
23800,con_gran_amabilidad,1
23801,gran_amabilidad_y,1
23802,amabilidad_y_deferencia,1
23803,y_deferencia_de,1
23804,deferencia_de_noche,1
23805,de_noche_antes,1
23806,noche_antes_de,2
23807,antes_de_recogerse,1
23808,de_recogerse_el,1
23809,recogerse_el_marques,1
23810,marques_se_le,1
23811,se_le_entraba,1
23812,le_entraba_en,1
23813,entraba_en_el,1
23814,en_el_dormitorio,1
23815,el_dormitorio_a,1
23816,dormitorio_a_fumar,1
23817,a_fumar_un,1
23818,fumar_un_cigarro,1
23819,un_cigarro_y,1
23820,cigarro_y_charlar,1
23821,y_charlar_la,1
23822,charlar_la_conversacion,1
23823,la_conversacion_ofrecia,1
23824,conversacion_ofrecia_pocos,1
23825,ofrecia_pocos_lances,1
23826,pocos_lances_pues,1
23827,lances_pues_siempre,1
23828,pues_siempre_versaba,1
23829,siempre_versaba_sobre,1
23830,versaba_sobre_el,1
23831,sobre_el_mismo,1
23832,el_mismo_proyecto,1
23833,mismo_proyecto_decia,1
23834,proyecto_decia_don,1
23835,decia_don_pedro,2
23836,que_le_admiraban,1
23837,le_admiraban_dos,1
23838,admiraban_dos_cosas,1
23839,dos_cosas_haberse,1
23840,cosas_haberse_resuelto,1
23841,haberse_resuelto_a,1
23842,resuelto_a_salir,1
23843,salir_de_los,3
23844,pazos_y_hallarse,1
23845,y_hallarse_tan,1
23846,hallarse_tan_decidido,1
23847,tan_decidido_a,1
23848,decidido_a_tomar,1
23849,a_tomar_estado,1
23850,tomar_estado_idea,1
23851,estado_idea_que,1
23852,idea_que_antes,1
23853,que_antes_le,1
23854,antes_le_parecia,1
23855,le_parecia_irrealizable,1
23856,parecia_irrealizable_era,1
23857,irrealizable_era_don,1
23858,era_don_pedro,1
23859,don_pedro_de,1
23860,pedro_de_los,1
23861,los_que_juzgan,1
23862,que_juzgan_muy,1
23863,juzgan_muy_importantes,1
23864,muy_importantes_y,1
23865,importantes_y_dignas,1
23866,y_dignas_de,1
23867,dignas_de_comentarse,1
23868,de_comentarse_sus,1
23869,comentarse_sus_propias,1
23870,sus_propias_acciones,1
23871,propias_acciones_y,1
23872,acciones_y_mutaciones,1
23873,y_mutaciones_achaque,1
23874,mutaciones_achaque_propio,1
23875,achaque_propio_de,1
23876,propio_de_egoistas,1
23877,de_egoistas_y,1
23878,egoistas_y_han,1
23879,y_han_menester,1
23880,han_menester_tener,1
23881,menester_tener_siempre,1
23882,tener_siempre_cerca,1
23883,siempre_cerca_de,1
23884,cerca_de_si,1
23885,de_si_algun,1
23886,si_algun_inferior,1
23887,algun_inferior_o,1
23888,inferior_o_subordinado,1
23889,o_subordinado_a,1
23890,subordinado_a_quien,1
23891,a_quien_referirlas,1
23892,quien_referirlas_para,1
23893,referirlas_para_que,1
23894,para_que_les,1
23895,que_les_atribuya,1
23896,les_atribuya_tambien,1
23897,atribuya_tambien_valor,1
23898,tambien_valor_extraordinarioagradaba,1
23899,valor_extraordinarioagradaba_la,1
23900,extraordinarioagradaba_la_platica,1
23901,la_platica_a,1
23902,platica_a_julian,1
23903,a_julian_aquellas,1
23904,julian_aquellas_proyectadas,1
23905,aquellas_proyectadas_bodas,1
23906,proyectadas_bodas_entre,1
23907,bodas_entre_primo,1
23908,entre_primo_y,1
23909,primo_y_prima,1
23910,y_prima_le,1
23911,prima_le_parecian,1
23912,le_parecian_tan,1
23913,parecian_tan_naturales,1
23914,tan_naturales_como,1
23915,naturales_como_juntarse,1
23916,como_juntarse_la,1
23917,juntarse_la_vid,1
23918,la_vid_al,1
23919,vid_al_olmo,1
23920,al_olmo_las,1
23921,olmo_las_familias,1
23922,las_familias_no,1
23923,familias_no_podian,1
23924,no_podian_ser,1
23925,podian_ser_mejores,1
23926,ser_mejores_ni,1
23927,mejores_ni_mas,1
23928,ni_mas_para,1
23929,mas_para_en,1
23930,para_en_una,1
23931,en_una_las,1
23932,una_las_clases,1
23933,las_clases_iguales,1
23934,clases_iguales_las,1
23935,iguales_las_edades,1
23936,las_edades_no,1
23937,edades_no_muy,1
23938,no_muy_desproporcionadas,1
23939,muy_desproporcionadas_y,1
23940,desproporcionadas_y_el,1
23941,y_el_resultado,1
23942,el_resultado_dichosisimo,1
23943,resultado_dichosisimo_porque,1
23944,dichosisimo_porque_asi,1
23945,porque_asi_redimia,1
23946,asi_redimia_el,1
23947,redimia_el_marques,1
23948,marques_su_alma,1
23949,su_alma_de,2
23950,alma_de_las,1
23951,de_las_garras,1
23952,las_garras_del,1
23953,garras_del_demonio,1
23954,del_demonio_personificado,1
23955,demonio_personificado_en,1
23956,personificado_en_impudicas,1
23957,en_impudicas_barraganas,1
23958,impudicas_barraganas_solamente,1
23959,barraganas_solamente_no,1
23960,solamente_no_le,1
23961,no_le_contentaba,1
23962,le_contentaba_que,1
23963,contentaba_que_don,1
23964,que_don_pedro,5
23965,pedro_se_hubiese,1
23966,se_hubiese_ido,1
23967,hubiese_ido_a,1
23968,ido_a_fijar,1
23969,a_fijar_en,1
23970,fijar_en_la,1
23971,en_la_senorita,2
23972,la_senorita_rita,5
23973,senorita_rita_mas,1
23974,rita_mas_no,1
23975,mas_no_se,1
23976,se_atrevia_ni,2
23977,atrevia_ni_a,2
23978,ni_a_indicarlo,1
23979,a_indicarlo_no,1
23980,indicarlo_no_fuese,1
23981,no_fuese_a,2
23982,fuese_a_malograrse,1
23983,a_malograrse_la,1
23984,malograrse_la_cristiana,1
